Method,Nodes,Cyclomatic Complexity
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,8,1
org/assertj/core/api/Assertions.assertThat,8,1
org/assertj/core/api/Assertions.assertThat,8,1
org/assertj/core/api/Assertions.assertThat,8,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThatThrownBy,9,1
org/assertj/core/api/Assertions.assertThatCode,7,1
org/assertj/core/api/Assertions.catchThrowable,7,1
org/assertj/core/api/Assertions.assertThatExceptionOfType,7,1
org/assertj/core/api/Assertions.assertThatNullPointerException,7,1
org/assertj/core/api/Assertions.assertThatIllegalArgumentException,7,1
org/assertj/core/api/Assertions.assertThatIOException,7,1
org/assertj/core/api/Assertions.assertThatIllegalStateException,7,1
org/assertj/core/api/Assertions.setRemoveAssertJRelatedElementsFromStackTrace,9,1
org/assertj/core/api/Assertions.fail,9,1
org/assertj/core/api/Assertions.fail,10,1
org/assertj/core/api/Assertions.fail,10,1
org/assertj/core/api/Assertions.failBecauseExceptionWasNotThrown,9,1
org/assertj/core/api/Assertions.shouldHaveThrown,9,1
org/assertj/core/api/Assertions.setMaxLengthForSingleLineDescription,9,1
org/assertj/core/api/Assertions.setMaxElementsForPrinting,9,1
org/assertj/core/api/Assertions.extractProperty,8,1
org/assertj/core/api/Assertions.extractProperty,7,1
org/assertj/core/api/Assertions.tuple,7,1
org/assertj/core/api/Assertions.setAllowExtractingPrivateFields,10,1
org/assertj/core/api/Assertions.setAllowComparingPrivateFields,10,1
org/assertj/core/api/Assertions.entry,8,1
org/assertj/core/api/Assertions.atIndex,7,1
org/assertj/core/api/Assertions.offset,7,1
org/assertj/core/api/Assertions.offset,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.withPrecision,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.withPrecision,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,7,1
org/assertj/core/api/Assertions.within,10,1
org/assertj/core/api/Assertions.withinPercentage,8,1
org/assertj/core/api/Assertions.withinPercentage,9,1
org/assertj/core/api/Assertions.withinPercentage,9,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,7,1
org/assertj/core/api/Assertions.byLessThan,10,1
org/assertj/core/api/Assertions.from,6,1
org/assertj/core/api/Assertions.allOf,7,1
org/assertj/core/api/Assertions.allOf,7,1
org/assertj/core/api/Assertions.anyOf,7,1
org/assertj/core/api/Assertions.anyOf,7,1
org/assertj/core/api/Assertions.doesNotHave,7,1
org/assertj/core/api/Assertions.not,7,1
org/assertj/core/api/Assertions.filter,7,1
org/assertj/core/api/Assertions.filter,7,1
org/assertj/core/api/Assertions.in,7,1
org/assertj/core/api/Assertions.notIn,7,1
org/assertj/core/api/Assertions.not,7,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.contentOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.linesOf,8,1
org/assertj/core/api/Assertions.setLenientDateParsing,9,1
org/assertj/core/api/Assertions.registerCustomDateFormat,9,1
org/assertj/core/api/Assertions.registerCustomDateFormat,9,1
org/assertj/core/api/Assertions.useDefaultDateFormatsOnly,8,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,9,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,7,1
org/assertj/core/api/Assertions.assertThat,6,1
org/assertj/core/api/Assertions.useRepresentation,9,1
org/assertj/core/api/Assertions.registerFormatterForType,10,1
org/assertj/core/api/Assertions.useDefaultRepresentation,10,1
org/assertj/core/api/Assertions.<init>,7,1
org/assertj/core/api/SoftAssertionClassAssert.<init>,11,1
org/assertj/core/api/HamcrestCondition.<init>,23,1
org/assertj/core/api/HamcrestCondition.matches,9,1
org/assertj/core/api/HamcrestCondition.describeMatcher,19,1
org/assertj/core/api/JUnitBDDSoftAssertions$1.<init>,15,1
org/assertj/core/api/JUnitBDDSoftAssertions$1.evaluate,16,1
org/assertj/core/api/AtomicReferenceFieldUpdaterAssert.<init>,12,1
org/assertj/core/api/AtomicReferenceFieldUpdaterAssert.hasValue,10,1
org/assertj/core/api/AtomicReferenceFieldUpdaterAssert.getActualValue,10,1
org/assertj/core/api/AtomicReferenceFieldUpdaterAssert.hasValue,11,1
org/assertj/core/api/DoubleAssert.<init>,11,1
org/assertj/core/api/DoubleAssert.<init>,11,1
org/assertj/core/api/AtomicLongFieldUpdaterAssert.<init>,12,1
org/assertj/core/api/AtomicLongFieldUpdaterAssert.hasValue,10,1
org/assertj/core/api/AtomicLongFieldUpdaterAssert.getActualValue,11,1
org/assertj/core/api/AtomicLongFieldUpdaterAssert.getActualValue,9,1
org/assertj/core/api/AtomicLongFieldUpdaterAssert.hasValue,11,1
org/assertj/core/api/AbstractFutureAssert.<init>,16,1
org/assertj/core/api/AbstractFutureAssert.isCancelled,18,1
org/assertj/core/api/AbstractFutureAssert.isNotCancelled,18,1
org/assertj/core/api/AbstractFutureAssert.isDone,18,1
org/assertj/core/api/AbstractFutureAssert.isNotDone,18,1
org/assertj/core/api/AutoCloseableBDDSoftAssertions.<init>,7,1
org/assertj/core/api/AutoCloseableBDDSoftAssertions.close,9,1
org/assertj/core/api/AbstractUriAssert.<init>,16,1
org/assertj/core/api/AbstractUriAssert.hasPath,19,1
org/assertj/core/api/AbstractUriAssert.hasNoPath,19,1
org/assertj/core/api/AbstractUriAssert.hasPort,20,1
org/assertj/core/api/AbstractUriAssert.hasNoPort,20,1
org/assertj/core/api/AbstractUriAssert.hasHost,19,1
org/assertj/core/api/AbstractUriAssert.hasAuthority,19,1
org/assertj/core/api/AbstractUriAssert.hasFragment,19,1
org/assertj/core/api/AbstractUriAssert.hasNoFragment,19,1
org/assertj/core/api/AbstractUriAssert.hasQuery,19,1
org/assertj/core/api/AbstractUriAssert.hasNoQuery,19,1
org/assertj/core/api/AbstractUriAssert.hasScheme,19,1
org/assertj/core/api/AbstractUriAssert.hasUserInfo,19,1
org/assertj/core/api/AbstractUriAssert.hasNoUserInfo,19,1
org/assertj/core/api/AbstractUriAssert.hasParameter,19,1
org/assertj/core/api/AbstractUriAssert.hasParameter,20,1
org/assertj/core/api/AbstractUriAssert.hasNoParameters,18,1
org/assertj/core/api/AbstractUriAssert.hasNoParameter,19,1
org/assertj/core/api/AbstractUriAssert.hasNoParameter,20,1
org/assertj/core/api/AtomicReferenceAssert.<init>,11,1
org/assertj/core/api/AtomicReferenceAssert.hasValue,38,2
org/assertj/core/api/AtomicReferenceAssert.doesNotHaveValue,38,2
org/assertj/core/api/ThrowableAssert.<init>,11,1
org/assertj/core/api/ThrowableAssert.<init>,12,1
org/assertj/core/api/ThrowableAssert.buildThrowableAssertFromCallable,31,2
org/assertj/core/api/ThrowableAssert.catchThrowable,21,2
org/assertj/core/api/BigDecimalAssert.<init>,11,1
org/assertj/core/api/FloatAssert.<init>,11,1
org/assertj/core/api/FloatAssert.<init>,11,1
org/assertj/core/api/IntegerAssert.<init>,11,1
org/assertj/core/api/IntegerAssert.<init>,20,2
org/assertj/core/api/AtomicLongArrayAssert.<init>,22,1
org/assertj/core/api/AtomicLongArrayAssert.isNullOrEmpty,16,2
org/assertj/core/api/AtomicLongArrayAssert.isEmpty,14,1
org/assertj/core/api/AtomicLongArrayAssert.isNotEmpty,17,1
org/assertj/core/api/AtomicLongArrayAssert.hasArray,18,1
org/assertj/core/api/AtomicLongArrayAssert.hasSize,18,1
org/assertj/core/api/AtomicLongArrayAssert.hasSameSizeAs,18,1
org/assertj/core/api/AtomicLongArrayAssert.contains,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsOnly,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsOnlyOnce,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsSequence,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsSubsequence,18,1
org/assertj/core/api/AtomicLongArrayAssert.contains,19,1
org/assertj/core/api/AtomicLongArrayAssert.doesNotContain,18,1
org/assertj/core/api/AtomicLongArrayAssert.doesNotContain,19,1
org/assertj/core/api/AtomicLongArrayAssert.doesNotHaveDuplicates,17,1
org/assertj/core/api/AtomicLongArrayAssert.startsWith,18,1
org/assertj/core/api/AtomicLongArrayAssert.endsWith,18,1
org/assertj/core/api/AtomicLongArrayAssert.isSorted,17,1
org/assertj/core/api/AtomicLongArrayAssert.isSortedAccordingTo,18,1
org/assertj/core/api/AtomicLongArrayAssert.usingElementComparator,19,1
org/assertj/core/api/AtomicLongArrayAssert.usingDefaultElementComparator,13,1
org/assertj/core/api/AtomicLongArrayAssert.containsExactly,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsExactlyInAnyOrder,18,1
org/assertj/core/api/AtomicLongArrayAssert.containsAnyOf,18,1
org/assertj/core/api/AtomicLongArrayAssert.hasSameSizeAs,8,1
org/assertj/core/api/AtomicLongArrayAssert.usingDefaultElementComparator,7,1
org/assertj/core/api/AtomicLongArrayAssert.usingElementComparator,9,1
org/assertj/core/api/AtomicLongArrayAssert.hasSize,8,1
org/assertj/core/api/AtomicLongArrayAssert.isNotEmpty,7,1
org/assertj/core/api/IntPredicateAssert.<init>,13,1
org/assertj/core/api/IntPredicateAssert.toPredicate,15,2
org/assertj/core/api/IntPredicateAssert.accepts,29,2
org/assertj/core/api/IntPredicateAssert.rejects,29,2
org/assertj/core/api/OptionalAssert.<init>,11,1
org/assertj/core/api/AbstractListAssert.<init>,16,1
org/assertj/core/api/AbstractListAssert.contains,20,1
org/assertj/core/api/AbstractListAssert.doesNotContain,20,1
org/assertj/core/api/AbstractListAssert.has,20,1
org/assertj/core/api/AbstractListAssert.is,20,1
org/assertj/core/api/AbstractListAssert.isSorted,18,1
org/assertj/core/api/AbstractListAssert.isSortedAccordingTo,19,1
org/assertj/core/api/AbstractListAssert.usingElementComparator,25,1
org/assertj/core/api/AbstractListAssert.usingDefaultElementComparator,18,1
org/assertj/core/api/AbstractListAssert.usingComparisonStrategy,22,1
org/assertj/core/api/AbstractListAssert.as,10,1
org/assertj/core/api/AbstractListAssert.as,9,1
org/assertj/core/api/AbstractListAssert.describedAs,9,1
org/assertj/core/api/AbstractListAssert.describedAs,10,1
org/assertj/core/api/AbstractListAssert.doesNotHave,9,1
org/assertj/core/api/AbstractListAssert.doesNotHaveSameClassAs,9,1
org/assertj/core/api/AbstractListAssert.has,9,1
org/assertj/core/api/AbstractListAssert.hasSameClassAs,9,1
org/assertj/core/api/AbstractListAssert.hasToString,9,1
org/assertj/core/api/AbstractListAssert.is,9,1
org/assertj/core/api/AbstractListAssert.isEqualTo,9,1
org/assertj/core/api/AbstractListAssert.isExactlyInstanceOf,9,1
org/assertj/core/api/AbstractListAssert.isIn,9,1
org/assertj/core/api/AbstractListAssert.isIn,9,1
org/assertj/core/api/AbstractListAssert.isInstanceOf,9,1
org/assertj/core/api/AbstractListAssert.isInstanceOfAny,9,1
org/assertj/core/api/AbstractListAssert.isNot,9,1
org/assertj/core/api/AbstractListAssert.isNotEqualTo,9,1
org/assertj/core/api/AbstractListAssert.isNotExactlyInstanceOf,9,1
org/assertj/core/api/AbstractListAssert.isNotIn,9,1
org/assertj/core/api/AbstractListAssert.isNotIn,9,1
org/assertj/core/api/AbstractListAssert.isNotInstanceOf,9,1
org/assertj/core/api/AbstractListAssert.isNotInstanceOfAny,9,1
org/assertj/core/api/AbstractListAssert.isNotOfAnyClassIn,9,1
org/assertj/core/api/AbstractListAssert.isNotNull,8,1
org/assertj/core/api/AbstractListAssert.isNotSameAs,9,1
org/assertj/core/api/AbstractListAssert.isOfAnyClassIn,9,1
org/assertj/core/api/AbstractListAssert.isSameAs,9,1
org/assertj/core/api/AbstractListAssert.overridingErrorMessage,10,1
org/assertj/core/api/AbstractListAssert.usingDefaultComparator,8,1
org/assertj/core/api/AbstractListAssert.usingComparator,9,1
org/assertj/core/api/AbstractListAssert.withFailMessage,10,1
org/assertj/core/api/AbstractListAssert.withThreadDumpOnError,8,1
org/assertj/core/api/AbstractListAssert.isInstanceOfAny,8,1
org/assertj/core/api/AbstractListAssert.isNotEqualTo,8,1
org/assertj/core/api/AbstractListAssert.isEqualTo,8,1
org/assertj/core/api/AbstractListAssert.isNotNull,7,1
org/assertj/core/api/AbstractListAssert.usingDefaultElementComparator,7,1
org/assertj/core/api/AbstractListAssert.usingElementComparator,9,1
org/assertj/core/api/AbstractListAssert.isIn,8,1
org/assertj/core/api/AbstractListAssert.isIn,8,1
org/assertj/core/api/AbstractListAssert.isExactlyInstanceOf,8,1
org/assertj/core/api/AbstractListAssert.isNotExactlyInstanceOf,8,1
org/assertj/core/api/AbstractListAssert.isNotOfAnyClassIn,8,1
org/assertj/core/api/AbstractListAssert.isNotSameAs,8,1
org/assertj/core/api/AbstractListAssert.isSameAs,8,1
org/assertj/core/api/AbstractListAssert.isOfAnyClassIn,8,1
org/assertj/core/api/AbstractListAssert.isInstanceOf,8,1
org/assertj/core/api/AbstractListAssert.withThreadDumpOnError,7,1
org/assertj/core/api/AbstractListAssert.usingComparisonStrategy,8,1
org/assertj/core/api/AbstractListAssert.doesNotHaveSameClassAs,8,1
org/assertj/core/api/AbstractListAssert.as,8,1
org/assertj/core/api/AbstractListAssert.as,9,1
org/assertj/core/api/AbstractListAssert.isNotInstanceOfAny,8,1
org/assertj/core/api/AbstractListAssert.isNot,9,1
org/assertj/core/api/AbstractListAssert.doesNotContain,10,1
org/assertj/core/api/AbstractListAssert.hasToString,8,1
org/assertj/core/api/AbstractListAssert.usingComparator,9,1
org/assertj/core/api/AbstractListAssert.overridingErrorMessage,9,1
org/assertj/core/api/AbstractListAssert.isNotInstanceOf,8,1
org/assertj/core/api/AbstractListAssert.withFailMessage,9,1
org/assertj/core/api/AbstractListAssert.has,9,1
org/assertj/core/api/AbstractListAssert.contains,10,1
org/assertj/core/api/AbstractListAssert.describedAs,9,1
org/assertj/core/api/AbstractListAssert.describedAs,8,1
org/assertj/core/api/AbstractListAssert.usingDefaultComparator,7,1
org/assertj/core/api/AbstractListAssert.is,9,1
org/assertj/core/api/AbstractListAssert.isNotIn,8,1
org/assertj/core/api/AbstractListAssert.isNotIn,8,1
org/assertj/core/api/AbstractListAssert.doesNotHave,9,1
org/assertj/core/api/AbstractListAssert.hasSameClassAs,8,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
org/assertj/core/api/WithAssumptions.assumeThat,7,1
